"Id","Loc","Name","smap1dR2","loglinearR2","rickerR2","best1dR2","best1dmodel","ARmodR2"
"LP_12295","Oostkustpolders, Flanders","Pink-footed goose",0.943208619749386,0.942437080168021,0.942200865560652,0.943208619749386,"1dsmap",0.943208619749386
"LP_12304","Oostkustpolders, Flanders","Greater white-fronted goose",0.129376508211257,0.0668388424461304,0.129376508211257,0.129376508211257,"ricker",0.129376508211257
"LP_12308","Britain, Ireland","Pink-footed goose",0.919087367445647,0.901568553622803,0.90129056328949,0.919087367445647,"1dsmap",0.923305909286121
"LP_12357","Britain, Ireland","Greater white-fronted goose",0.425610885107447,0.420100026377261,0.407605232295219,0.425610885107447,"1dsmap",0.438247169251213
"LP_12379","Wintering population of the Central and ","Greater white-fronted goose",0.696428916734754,0.523463558986375,0.564235346344701,0.696428916734754,"1dsmap",0.670474997661964
"LP_12550","Atlantic flyway population wintering alo","Brent goose",0.368824410904179,0.306997213645887,0.368824410904179,0.368824410904179,"1dsmap",0.398870260731673
"LP_12551","St. Lawrence River Valley spring staging","Snow goose",0.936701753597551,0.932715683451165,0.936701753597551,0.936701753597551,"ricker",0.936701753597551
"LP_12568","Central and South US (Texas, Oklahoma, K","Snow goose",0.729416625292037,0.670216727984101,0.669806024764471,0.729416625292037,"1dsmap",0.773993162719665
"LP_12581","Britain, Ireland (Light-bellied brent go","Brent goose",0.372371641533819,0.292466460781064,0.276982609581916,0.372371641533819,"1dsmap",0.411806479815652
"LP_12582","Britain, Ireland (Light-bellied brent go","Brent goose",0.726732263619391,0.666561241653446,0.662244868744197,0.726732263619391,"1dsmap",0.73970457239299
"LP_12650","South coast of Scania","Long-tailed duck",0.557801146806416,0.0828533620012623,0.12250591307833,0.557801146806416,"1dsmap",0.373915739227813
"LP_12656","Blekinge archipelago, southeast Sweden","Long-tailed duck",0.355969864924491,0.21912409567354,0.103430474856304,0.355969864924491,"1dsmap",0.355969864924491
"LP_12659","North ?¹land","Long-tailed duck",-0.0456500381587932,-0.257892567697733,-0.165931504826919,-0.0456500381587932,"1dsmap",0.00672530680382422
"LP_12678","S??dersk?±r Island, Gulf of Finland","Long-tailed duck",0.0616145372775421,0.033326002683881,-0.0120189960514954,0.0616145372775421,"1dsmap",0.0616145372775421
"LP_13019","New Brunswick","American woodcock",0.357426037786917,0.352161754440841,0.339698781052504,0.357426037786917,"1dsmap",0.357426037786917
